gene	transcript	entrez	ensemblGene	ensemblTranscript	chrom	start	end	strand
MARCHF7	NM_001282805.2	64844	ENSG00000136536.15	ENST00000409175.6	chr2	159712506	159771027	+
SPATA20	NM_022827.4	64847	ENSG00000006282.22	ENST00000006658.11	chr17	50547174	50555852	+
YTHDC2	NM_022828.5	64848	ENSG00000047188.16	ENST00000161863.9	chr5	113513694	113595284	+
SLC13A3	NM_022829.6	64849	ENSG00000158296.14	ENST00000279027.9	chr20	46557828	46651459	-
ETNPPL	NM_031279.4	64850	ENSG00000164089.9	ENST00000296486.8	chr4	108742053	108763053	-
TUT1	NM_022830.3	64852	ENSG00000149016.16	ENST00000476907.6	chr11	62575052	62591523	-
AIDA	NM_022831.4	64853	ENSG00000186063.13	ENST00000340020.11	chr1	222668013	222712491	-
USP46	NM_022832.4	64854	ENSG00000109189.13	ENST00000441222.8	chr4	52590960	52659301	-
NIBAN2	NM_022833.4	64855	ENSG00000136830.12	ENST00000373312.4	chr9	127505343	127569073	-
VWA1	NM_022834.5	64856	ENSG00000179403.12	ENST00000476993.2	chr1	1435690	1442882	+
PLEKHG2	NM_022835.3	64857	ENSG00000090924.15	ENST00000425673.6	chr19	39412669	39428415	+
DCLRE1B	NM_022836.4	64858	ENSG00000118655.8	ENST00000650450.2	chr1	113905326	113914086	+
NABP1	NM_001031716.5	64859	ENSG00000173559.15	ENST00000425611.9	chr2	191678136	191686943	+
ARMCX5	NM_001168478.2	64860	ENSG00000125962.16	ENST00000473968.7	chr23	102599515	102604159	+
METTL4	NM_022840.5	64863	ENSG00000101574.15	ENST00000574538.2	chr18	2537530	2571505	-
RFX7	NM_022841.7	64864	ENSG00000181827.16	ENST00000559447.8	chr15	56087280	56243879	-
CDCP1	NM_022842.5	64866	ENSG00000163814.8	ENST00000296129.6	chr3	45082277	45146378	-
PCDH20	NM_022843.4	64881	ENSG00000280165.2	ENST00000409204.5	chr13	61409685	61415849	-
PAPOLG	NM_022894.4	64895	ENSG00000115421.13	ENST00000238714.8	chr2	60756268	60802086	+
C12orf43	NM_022895.3	64897	ENSG00000157895.11	ENST00000288757.7	chr12	121000486	121016487	-
LPIN3	NM_022896.3	64900	ENSG00000132793.12	ENST00000373257.8	chr20	41340821	41360582	+
RANBP17	NM_022897.5	64901	ENSG00000204764.14	ENST00000523189.6	chr5	170862018	171300015	+
AGXT2	NM_031900.4	64902	ENSG00000113492.14	ENST00000231420.11	chr5	34998102	35047949	-
BCL11B	NM_138576.4	64919	ENSG00000127152.18	ENST00000357195.8	chr14	99169287	99272197	-
CASD1	NM_022900.5	64921	ENSG00000127995.17	ENST00000297273.9	chr7	94509809	94557019	+
LRRC19	NM_022901.3	64922	ENSG00000184434.8	ENST00000380055.6	chr9	26993136	27005672	-
SLC30A5	NM_022902.5	64924	ENSG00000145740.20	ENST00000396591.8	chr5	69094014	69131069	+
CCDC71	NM_022903.4	64925	ENSG00000177352.10	ENST00000321895.7	chr3	49162535	49166331	-
RASAL3	NM_022904.3	64926	ENSG00000105122.13	ENST00000343625.12	chr19	15451624	15464544	-
TTC23	NM_001288615.3	64927	ENSG00000103852.13	ENST00000394132.7	chr15	99136323	99249581	-
MRPL14	NM_032111.4	64928	ENSG00000180992.7	ENST00000372014.5	chr6	44113451	44127452	-
NT5DC2	NM_001134231.2	64943	ENSG00000168268.11	ENST00000422318.7	chr3	52524387	52533857	-
CENPH	NM_022909.4	64946	ENSG00000153044.10	ENST00000283006.7	chr5	69189583	69210357	+
MRPS26	NM_030811.4	64949	ENSG00000125901.6	ENST00000380325.4	chr20	3046052	3048250	+
MRPS24	NM_032014.3	64951	ENSG00000062582.14	ENST00000317534.6	chr7	43866558	43869517	-
MRPS15	NM_031280.4	64960	ENSG00000116898.12	ENST00000373116.6	chr1	36455718	36464384	-
MRPS11	NM_022839.5	64963	ENSG00000181991.16	ENST00000325844.9	chr15	88467708	88480776	+
MRPS9	NM_182640.3	64965	ENSG00000135972.9	ENST00000258455.8	chr2	105038069	105099960	+
MRPS6	NM_032476.4	64968	ENSG00000243927.7	ENST00000399312.3	chr21	34073578	34143030	+
MRPS5	NM_031902.5	64969	ENSG00000144029.14	ENST00000272418.7	chr2	95085369	95121808	-
MRPL41	NM_032477.3	64975	ENSG00000182154.8	ENST00000371443.6	chr9	137551879	137552555	+
MRPL40	NM_003776.4	64976	ENSG00000185608.9	ENST00000333130.4	chr22	19432545	19436075	+
MRPL38	NM_032478.4	64978	ENSG00000204316.13	ENST00000309352.4	chr17	75898644	75904884	-
MRPL36	NM_032479.4	64979	ENSG00000171421.13	ENST00000505059.7	chr5	1798385	1799837	-
MRPL34	NM_023937.4	64981	ENSG00000130312.7	ENST00000252602.2	chr19	17305872	17306843	+
MRPL32	NM_031903.3	64983	ENSG00000106591.4	ENST00000223324.3	chr7	42932376	42937857	+
MRPL11	NM_016050.5	65003	ENSG00000174547.13	ENST00000310999.11	chr11	66435075	66438848	-
MRPL9	NM_031420.4	65005	ENSG00000143436.11	ENST00000368830.8	chr1	151759647	151763496	-
MRPL1	NM_020236.4	65008	ENSG00000169288.18	ENST00000315567.13	chr4	77862830	77952785	+
NDRG4	NM_001242835.2	65009	ENSG00000103034.15	ENST00000570248.6	chr16	58500143	58513619	+
SLC26A6	NM_022911.3	65010	ENSG00000225697.13	ENST00000395550.7	chr3	48625723	48635461	-
PINK1	NM_032409.3	65018	ENSG00000158828.8	ENST00000321556.5	chr1	20633458	20651511	+
REEP1	NM_001371279.1	65055	ENSG00000068615.20	ENST00000538924.7	chr2	86213993	86337626	-
GPBP1	NM_022913.4	65056	ENSG00000062194.16	ENST00000506184.7	chr5	57174059	57264673	+
ACD	NM_001082486.2	65057	ENSG00000102977.18	ENST00000620761.6	chr16	67657512	67660260	-
RAPH1	NM_213589.3	65059	ENSG00000173166.18	ENST00000319170.10	chr2	203433682	203535301	-
CDK15	NM_001366386.2	65061	ENSG00000138395.17	ENST00000652192.3	chr2	201806537	201895550	+
TMEM237	NM_001044385.3	65062	ENSG00000155755.20	ENST00000409883.7	chr2	201620186	201643503	-
NBEAL1	NM_001378026.1	65065	ENSG00000144426.19	ENST00000683969.1	chr2	203014875	203225194	+
RTN4R	NM_023004.6	65078	ENSG00000040608.14	ENST00000043402.8	chr22	20241415	20268318	-
MRPL44	NM_022915.5	65080	ENSG00000135900.4	ENST00000258383.4	chr2	223957463	223967714	+
VPS33A	NM_022916.6	65082	ENSG00000139719.12	ENST00000267199.9	chr12	122229564	122266494	-
NOL6	NM_022917.5	65083	ENSG00000165271.17	ENST00000297990.9	chr9	33461353	33473924	-
TMEM135	NM_022918.4	65084	ENSG00000166575.17	ENST00000305494.6	chr11	87037934	87328824	+
JMJD4	NM_023007.3	65094	ENSG00000081692.13	ENST00000620518.5	chr1	227731191	227735302	-
KRI1	NM_023008.5	65095	ENSG00000129347.21	ENST00000312962.12	chr19	10553085	10566010	-
MARCKSL1	NM_023009.7	65108	ENSG00000175130.7	ENST00000329421.8	chr1	32333839	32336233	-
UPF3B	NM_080632.3	65109	ENSG00000125351.14	ENST00000276201.7	chr23	119834022	119852963	-
UPF3A	NM_023011.4	65110	ENSG00000169062.15	ENST00000375299.8	chr13	114281601	114305817	+
RSRC2	NM_023012.6	65117	ENSG00000111011.18	ENST00000331738.12	chr12	122503454	122526936	-
PRAMEF1	NM_023013.4	65121	ENSG00000116721.9	ENST00000332296.7	chr1	12791397	12796628	+
PRAMEF2	NM_023014.1	65122	ENSG00000120952.4	ENST00000240189.2	chr1	12857086	12861909	+
INTS3	NM_023015.5	65123	ENSG00000143624.14	ENST00000318967.7	chr1	153728050	153774808	+
SOWAHC	NM_023016.4	65124	ENSG00000198142.5	ENST00000356454.5	chr2	109614364	109618990	+
WNK1	NM_018979.4	65125	ENSG00000060237.19	ENST00000315939.11	chr12	752579	911452	+
PCDH15	NM_001384140.1	65217	ENSG00000150275.20	ENST00000644397.2	chr10	53802771	54801231	-
NADK	NM_023018.5	65220	ENSG00000008130.15	ENST00000341426.9	chr1	1751232	1778470	-
ZFP69B	NM_023070.3	65243	ENSG00000187801.15	ENST00000361584.5	chr1	40450476	40463715	+
SPATS2	NM_023071.4	65244	ENSG00000123352.18	ENST00000552918.6	chr12	49367462	49527425	+
ZSWIM4	NM_001367834.3	65249	ENSG00000132003.10	ENST00000590508.6	chr19	13795443	13832254	+
CPLANE1	NM_001384732.1	65250	ENSG00000197603.16	ENST00000651892.2	chr5	37106235	37249376	-
ZNF649	NM_023074.4	65251	ENSG00000198093.11	ENST00000354957.8	chr19	51889235	51905017	-
MPPE1	NM_023075.6	65258	ENSG00000154889.17	ENST00000588072.6	chr18	11882622	11908317	-
COA7	NM_023077.3	65260	ENSG00000162377.6	ENST00000371538.5	chr1	52684449	52698347	-
PYCR3	NM_023078.6	65263	ENSG00000104524.14	ENST00000495276.6	chr8	143603210	143609575	-
UBE2Z	NM_023079.5	65264	ENSG00000159202.18	ENST00000360943.10	chr17	48908407	48929056	+
C8orf33	NM_023080.3	65265	ENSG00000182307.14	ENST00000331434.7	chr8	145052467	145056030	+
WNK4	NM_032387.5	65266	ENSG00000126562.17	ENST00000246914.10	chr17	42780610	42797066	+
WNK3	NM_020922.5	65267	ENSG00000196632.12	ENST00000354646.7	chr23	54192823	54358046	-
WNK2	NM_006648.4	65268	ENSG00000165238.17	ENST00000427277.7	chr9	93184139	93320569	+
STK33	NM_001352389.2	65975	ENSG00000130413.16	ENST00000687296.1	chr11	8391870	8594228	-
PLEKHA3	NM_019091.4	65977	ENSG00000116095.11	ENST00000234453.10	chr2	178480457	178516463	+
PHACTR4	NM_001048183.3	65979	ENSG00000204138.13	ENST00000373839.8	chr1	28369740	28500364	+
BRD9	NM_023924.5	65980	ENSG00000028310.18	ENST00000467963.6	chr5	863741	892801	-
CAPRIN2	NM_001385503.1	65981	ENSG00000110888.19	ENST00000695402.1	chr12	30709553	30754951	-
ZSCAN18	NM_001145543.2	65982	ENSG00000121413.13	ENST00000601144.6	chr19	58083856	58098231	-
GRAMD2B	NM_023927.4	65983	ENSG00000155324.10	ENST00000285689.8	chr5	126423409	126494364	+
AACS	NM_023928.5	65985	ENSG00000081760.17	ENST00000316519.11	chr12	125065435	125143316	+
ZBTB10	NM_001105539.3	65986	ENSG00000205189.13	ENST00000455036.8	chr8	80486226	80526265	+
KCTD14	NM_023930.4	65987	ENSG00000151364.17	ENST00000353172.6	chr11	78015715	78023276	-
ZNF747	NM_001305018.2	65988	ENSG00000169955.8	ENST00000693075.1	chr16	30530367	30534858	-
DLK2	NM_023932.4	65989	ENSG00000171462.15	ENST00000372488.8	chr6	43450352	43455548	-
ANTKMT	NM_023933.3	65990	ENSG00000103254.10	ENST00000569529.6	chr16	721146	722590	+
FUNDC2	NM_023934.4	65991	ENSG00000165775.18	ENST00000369498.8	chr23	155026844	155060304	+
DDRGK1	NM_023935.3	65992	ENSG00000198171.13	ENST00000354488.8	chr20	3190350	3204682	-
MRPS34	NM_023936.2	65993	ENSG00000074071.15	ENST00000397375.7	chr16	1771895	1773134	-
RASL11B	NM_023940.3	65997	ENSG00000128045.7	ENST00000248706.5	chr4	52862317	52866835	+
ZFTA	NM_001144936.2	65998	ENSG00000188070.9	ENST00000433688.2	chr11	63759892	63768775	-
LRRC61	NM_001142928.2	65999	ENSG00000127399.15	ENST00000359623.9	chr7	150323355	150338156	+
TMEM108	NM_023943.4	66000	ENSG00000144868.14	ENST00000321871.11	chr3	133038391	133397775	+
CYP4F12	NM_023944.4	66002	ENSG00000186204.15	ENST00000550308.6	chr19	15673087	15697174	+
LYNX1	NM_177477.4	66004	ENSG00000180155.20	ENST00000652477.1	chr8	142771202	142777202	-
CHID1	NM_023947.4	66005	ENSG00000177830.18	ENST00000323578.13	chr11	867859	910810	-
TRAK2	NM_015049.3	66008	ENSG00000115993.13	ENST00000332624.8	chr2	201377207	201451458	-
SLC2A11	NM_001024939.4	66035	ENSG00000133460.20	ENST00000316185.9	chr22	23857875	23886312	+
MTMR9	NM_015458.4	66036	ENSG00000104643.10	ENST00000221086.8	chr8	11284816	11328146	+
BOLL	NM_033030.6	66037	ENSG00000152430.19	ENST00000392296.9	chr2	197726890	197785319	-
DUSP26	NM_024025.3	78986	ENSG00000133878.9	ENST00000256261.9	chr8	33591330	33600023	-
CRELD1	NM_001077415.3	78987	ENSG00000163703.20	ENST00000452070.6	chr3	9933834	9945406	+
MRPL57	NM_024026.5	78988	ENSG00000173141.5	ENST00000309594.5	chr13	21176658	21179084	+
COLEC11	NM_024027.5	78989	ENSG00000118004.18	ENST00000349077.9	chr2	3595112	3644644	+
OTUB2	NM_023112.4	78990	ENSG00000089723.10	ENST00000203664.10	chr14	94026340	94048930	+
PCYOX1L	NM_024028.4	78991	ENSG00000145882.11	ENST00000274569.9	chr5	149358046	149369653	+
YIPF2	NM_001321439.2	78992	ENSG00000130733.11	ENST00000586748.6	chr19	10922193	10928639	-
PRR14	NM_024031.5	78994	ENSG00000156858.12	ENST00000300835.9	chr16	30650960	30656413	+
HROB	NM_001171251.3	78995	ENSG00000125319.15	ENST00000585683.6	chr17	44141930	44162476	+
CYREN	NM_024033.4	78996	ENSG00000122783.17	ENST00000393114.8	chr7	135165785	135170707	-
GDAP1L1	NM_024034.6	78997	ENSG00000124194.17	ENST00000342560.10	chr20	44247308	44280947	+
LRFN4	NM_024036.5	78999	ENSG00000173621.9	ENST00000309602.5	chr11	66857064	66860475	+
AUNIP	NM_024037.3	79000	ENSG00000127423.11	ENST00000374298.4	chr1	25834006	25859457	-
VKORC1	NM_024006.6	79001	ENSG00000167397.15	ENST00000394975.3	chr16	31090854	31094797	-
TRIR	NM_024038.4	79002	ENSG00000123144.11	ENST00000242784.5	chr19	12730640	12734684	-
MIS12	NM_001258217.2	79003	ENSG00000167842.16	ENST00000611091.5	chr17	5486566	5490811	+
CUEDC2	NM_024040.3	79004	ENSG00000107874.11	ENST00000369937.5	chr10	102423249	102432574	-
SCNM1	NM_024041.4	79005	ENSG00000163156.12	ENST00000368905.9	chr1	151166144	151170296	+
METRN	NM_024042.4	79006	ENSG00000103260.9	ENST00000568223.7	chr16	715118	719655	+
DBNDD1	NM_001042610.3	79007	ENSG00000003249.15	ENST00000002501.11	chr16	90004871	90019456	-
SLX1B	NM_024044.5	79008	ENSG00000181625.18	ENST00000330181.10	chr16	29454533	29458219	+
DDX50	NM_024045.2	79009	ENSG00000107625.14	ENST00000373585.8	chr10	68901315	68946847	+
CAMKV	NM_024046.5	79012	ENSG00000164076.17	ENST00000477224.6	chr3	49857989	49869906	-
DDA1	NM_024050.6	79016	ENSG00000130311.11	ENST00000359866.9	chr19	17309563	17323298	+
GGCT	NM_024051.4	79017	ENSG00000006625.18	ENST00000275428.9	chr7	30496621	30504829	-
GID4	NM_024052.5	79018	ENSG00000141034.10	ENST00000268719.9	chr17	18039408	18068405	+
CENPM	NM_024053.5	79019	ENSG00000100162.16	ENST00000215980.10	chr22	41938737	41947152	-
C7orf25	NM_001099858.2	79020	ENSG00000136197.14	ENST00000350427.5	chr7	42909273	42912070	-
TMEM106C	NM_001143842.2	79022	ENSG00000134291.12	ENST00000429772.7	chr12	47963596	47968878	+
NUP37	NM_024057.4	79023	ENSG00000075188.9	ENST00000552283.6	chr12	102073103	102120114	-
FNDC11	NM_001319152.2	79025	ENSG00000125531.7	ENST00000370097.2	chr20	63554159	63556695	+
AHNAK	NM_001620.3	79026	ENSG00000124942.14	ENST00000378024.9	chr11	62515902	62546806	-
ZNF655	NM_138494.3	79027	ENSG00000197343.11	ENST00000252713.9	chr7	99558642	99576453	+
AFG2B	NM_024063.3	79029	ENSG00000171763.20	ENST00000305560.11	chr15	45402336	45421415	+
PDCL3	NM_024065.5	79031	ENSG00000115539.15	ENST00000264254.11	chr2	100562993	100576739	+
ERI3	NM_024066.3	79033	ENSG00000117419.16	ENST00000372257.7	chr1	44221070	44355257	-
INTS15	NM_024067.4	79034	ENSG00000146576.13	ENST00000344417.10	chr7	6590021	6608726	+
NABP2	NM_024068.4	79035	ENSG00000139579.13	ENST00000267023.9	chr12	56224342	56229854	+
KXD1	NM_024069.4	79036	ENSG00000105700.11	ENST00000222307.9	chr19	18557870	18569378	+
PVRIG	NM_001397246.1	79037	ENSG00000213413.3	ENST00000699088.1	chr7	100219949	100221490	+
ZFYVE21	NM_024071.4	79038	ENSG00000100711.14	ENST00000311141.7	chr14	103715810	103733664	+
DDX54	NM_024072.4	79039	ENSG00000123064.13	ENST00000306014.10	chr12	113157173	113185478	-
TMEM38A	NM_024074.4	79041	ENSG00000072954.7	ENST00000187762.7	chr19	16661139	16690023	+
TSEN34	NM_001077446.4	79042	ENSG00000170892.13	ENST00000396388.3	chr19	54191308	54194532	+
KCTD15	NM_001129994.2	79047	ENSG00000153885.15	ENST00000683859.1	chr19	33796870	33815761	+
SECISBP2	NM_024077.5	79048	ENSG00000187742.15	ENST00000375807.8	chr9	89318500	89359663	+
NOC4L	NM_024078.3	79050	ENSG00000184967.7	ENST00000330579.6	chr12	132144457	132152468	+
ALG8	NM_024079.5	79053	ENSG00000159063.14	ENST00000299626.10	chr11	78100946	78139626	-
TRPM8	NM_024080.5	79054	ENSG00000144481.17	ENST00000324695.9	chr2	233917373	234019522	+
PRRG4	NM_024081.6	79056	ENSG00000135378.4	ENST00000257836.4	chr11	32829927	32858120	+
PRRG3	NM_001372163.1	79057	ENSG00000130032.17	ENST00000674457.1	chr23	151695458	151705924	+
ASPSCR1	NM_024083.4	79058	ENSG00000169696.16	ENST00000306739.9	chr17	81977629	82017406	+
TMEM223	NM_001080501.3	79064	ENSG00000168569.8	ENST00000307366.8	chr11	62789971	62792006	-
ATG9A	NM_001077198.3	79065	ENSG00000198925.12	ENST00000361242.9	chr2	219219380	219229636	-
METTL16	NM_024086.4	79066	ENSG00000127804.13	ENST00000263092.11	chr17	2416049	2511888	-
FTO	NM_001080432.3	79068	ENSG00000140718.22	ENST00000471389.6	chr16	53704156	54121941	+
POGLUT2	NM_024089.3	79070	ENSG00000134901.14	ENST00000376004.5	chr13	102784281	102798976	-
ELOVL6	NM_024090.3	79071	ENSG00000170522.10	ENST00000302274.8	chr4	110045846	110198615	-
FASTKD3	NM_024091.4	79072	ENSG00000124279.12	ENST00000264669.10	chr5	7859159	7869031	-
TMEM109	NM_024092.3	79073	ENSG00000110108.11	ENST00000227525.8	chr11	60914158	60923443	+
C2orf49	NM_024093.3	79074	ENSG00000135974.11	ENST00000258457.7	chr2	105337540	105349211	+
DSCC1	NM_024094.3	79075	ENSG00000136982.6	ENST00000313655.5	chr8	119833976	119855894	-
DCTPP1	NM_024096.2	79077	ENSG00000179958.10	ENST00000319285.5	chr16	30423615	30430030	-
C1orf50	NM_024097.4	79078	ENSG00000164008.17	ENST00000372525.7	chr1	42767249	42779491	+
CCDC86	NM_024098.4	79080	ENSG00000110104.13	ENST00000227520.10	chr11	60842113	60851081	+
LBHD1	NM_024099.5	79081	ENSG00000162194.13	ENST00000354588.8	chr11	62662817	62672267	-
MLPH	NM_024101.7	79083	ENSG00000115648.14	ENST00000264605.8	chr2	237487251	237555322	+
WDR77	NM_024102.4	79084	ENSG00000116455.14	ENST00000235090.10	chr1	111439890	111449256	-
SLC25A23	NM_024103.3	79085	ENSG00000125648.15	ENST00000301454.9	chr19	6440064	6459792	-
SMIM7	NM_024104.4	79086	ENSG00000214046.9	ENST00000487416.7	chr19	16646148	16660144	-
ALG12	NM_024105.4	79087	ENSG00000182858.14	ENST00000330817.11	chr22	49900229	49918438	-
ZNF426	NM_024106.3	79088	ENSG00000130818.12	ENST00000253115.7	chr19	9523223	9538645	-
TMUB2	NM_001076674.3	79089	ENSG00000168591.16	ENST00000538716.7	chr17	44186972	44191929	+
TRAPPC6A	NM_001270891.2	79090	ENSG00000007255.10	ENST00000585934.1	chr19	45162933	45178237	-
METTL22	NM_024109.4	79091	ENSG00000067365.15	ENST00000381920.8	chr16	8621698	8649654	+
CARD14	NM_001366385.1	79092	ENSG00000141527.19	ENST00000648509.2	chr17	80170030	80209331	+
CHAC1	NM_024111.6	79094	ENSG00000128965.13	ENST00000617768.5	chr15	40953471	40956512	+
BBLN	NM_024112.4	79095	ENSG00000171159.5	ENST00000372994.2	chr9	128160265	128163924	+
CSTPP1	NM_024113.5	79096	ENSG00000149179.14	ENST00000278460.12	chr11	46936761	47162247	+
TRIM48	NM_024114.5	79097	ENSG00000150244.12	ENST00000417545.5	chr11	55262155	55271114	+
C1orf116	NM_023938.6	79098	ENSG00000182795.13	ENST00000359470.6	chr1	207018522	207032756	-
TAF1D	NM_024116.4	79101	ENSG00000166012.17	ENST00000448108.7	chr11	93735567	93741495	-
RNF26	NM_032015.5	79102	ENSG00000173456.5	ENST00000311413.5	chr11	119334527	119337309	+
MAPKAP1	NM_001006617.3	79109	ENSG00000119487.17	ENST00000265960.8	chr9	125437394	125707208	-
DHX58	NM_024119.3	79132	ENSG00000108771.13	ENST00000251642.8	chr17	42101411	42112714	-
NDUFAF5	NM_024120.5	79133	ENSG00000101247.18	ENST00000378106.10	chr20	13785028	13821580	+
TMEM185B	NM_024121.3	79134	ENSG00000226479.4	ENST00000426077.3	chr2	120217479	120223400	-
APOO	NM_024122.5	79135	ENSG00000184831.14	ENST00000379226.9	chr23	23833353	23907938	-
RETREG2	NM_024293.6	79137	ENSG00000144567.11	ENST00000430297.7	chr2	219178275	219185475	+
DERL1	NM_024295.6	79139	ENSG00000136986.10	ENST00000259512.9	chr8	123013170	123042302	-
CCDC28B	NM_024296.5	79140	ENSG00000160050.16	ENST00000373602.10	chr1	32200595	32205387	+
PHF23	NM_024297.3	79142	ENSG00000040633.13	ENST00000320316.8	chr17	7235038	7239457	-
MBOAT7	NM_024298.5	79143	ENSG00000125505.17	ENST00000245615.6	chr19	54173415	54189580	-
PPDPF	NM_024299.4	79144	ENSG00000125534.11	ENST00000370179.8	chr20	63520765	63522206	+
CHCHD7	NM_001011671.3	79145	ENSG00000170791.18	ENST00000355315.8	chr8	56211789	56218809	+
FKRP	NM_024301.5	79147	ENSG00000181027.11	ENST00000318584.10	chr19	46746057	46758575	+
MMP28	NM_024302.5	79148	ENSG00000271447.6	ENST00000605424.6	chr17	35765865	35795641	-
ZSCAN5A	NM_001322064.3	79149	ENSG00000131848.10	ENST00000683990.1	chr19	56221303	56314839	-
FA2H	NM_024306.5	79152	ENSG00000103089.9	ENST00000219368.8	chr16	74712969	74774820	-
GDPD3	NM_024307.3	79153	ENSG00000102886.15	ENST00000406256.8	chr16	30104810	30113537	-
DHRS11	NM_024308.4	79154	ENSG00000278535.5	ENST00000618403.5	chr17	36591879	36600804	+
TNIP2	NM_024309.4	79155	ENSG00000168884.15	ENST00000315423.12	chr4	2741648	2756336	-
PLEKHF1	NM_024310.5	79156	ENSG00000166289.6	ENST00000436066.4	chr19	29665461	29675477	+
MFSD11	NM_001242532.5	79157	ENSG00000092931.12	ENST00000685175.1	chr17	76738119	76779341	+
GNPTAB	NM_024312.5	79158	ENSG00000111670.16	ENST00000299314.12	chr12	101745499	101830959	-
NOL12	NM_024313.3	79159	ENSG00000273899.5	ENST00000359114.9	chr22	37686343	37693474	+
TMEM243	NM_024315.4	79161	ENSG00000135185.12	ENST00000257637.8	chr7	87196160	87219732	-
LENG1	NM_024316.3	79165	ENSG00000105617.4	ENST00000222224.4	chr19	54155161	54159721	-
LILRA6	NM_024318.5	79168	ENSG00000244482.11	ENST00000396365.7	chr19	54236590	54242790	-
C1orf35	NM_024319.4	79169	ENSG00000143793.13	ENST00000272139.5	chr1	228100731	228103325	-
PRR15L	NM_024320.4	79170	ENSG00000167183.3	ENST00000300557.3	chr17	47951967	47957883	-
RBM42	NM_024321.5	79171	ENSG00000126254.12	ENST00000262633.9	chr19	35629036	35637685	+
CENPO	NM_001322101.2	79172	ENSG00000138092.11	ENST00000380834.7	chr2	24793425	24822376	+
BRME1	NM_001345843.2	79173	ENSG00000132016.12	ENST00000586783.6	chr19	13882348	13906117	-
CRELD2	NM_024324.5	79174	ENSG00000184164.15	ENST00000328268.9	chr22	49918634	49927537	+
ZNF343	NM_024325.6	79175	ENSG00000088876.13	ENST00000278772.9	chr20	2481817	2508915	-
FBXL15	NM_024326.4	79176	ENSG00000107872.14	ENST00000369956.8	chr10	102420836	102423136	+
ZNF576	NM_001145347.2	79177	ENSG00000124444.16	ENST00000336564.5	chr19	43596595	43601157	+
THTPA	NM_024328.6	79178	ENSG00000259431.6	ENST00000288014.7	chr14	23556271	23560271	+
EFHD2	NM_024329.6	79180	ENSG00000142634.13	ENST00000375980.9	chr1	15409888	15430339	+
TTPAL	NM_001039199.3	79183	ENSG00000124120.11	ENST00000262605.9	chr20	44475874	44494603	+
BRCC3	NM_001018055.3	79184	ENSG00000185515.16	ENST00000330045.12	chr23	155071508	155123077	+
FSD1	NM_024333.3	79187	ENSG00000105255.11	ENST00000221856.11	chr19	4304598	4323836	+
TMEM43	NM_024334.3	79188	ENSG00000170876.9	ENST00000306077.5	chr3	14125052	14143680	+
IRX6	NM_024335.3	79190	ENSG00000159387.8	ENST00000290552.8	chr16	55324203	55330756	+
IRX3	NM_024336.3	79191	ENSG00000177508.12	ENST00000329734.4	chr16	54283304	54286787	-
IRX1	NM_024337.4	79192	ENSG00000170549.4	ENST00000302006.4	chr5	3595832	3601403	+
THOC6	NM_024339.5	79228	ENSG00000131652.14	ENST00000326266.13	chr16	3024035	3027750	+
